,type,date,time,duration,distance,origin,destination,total_earning,base_fare,customer_fare,paid_to_driver,paid_to_uber,datetime,duration_dt,distance_km,origin_lat_lng,destination_lat_lng,fee,earning_pct,earning_base_fare_pct,traffic_benchmark,ted,bfd,cfd,pud,tei,bfi,cfi,pui,tedi,bfdi,cfdi,pudi,duration_min_float,origin_lat,origin_lng,cluster
30,UberX,2023-11-09,19:53:00,4 min 2 sec,1.49 km,"R. Heitor Penteado, Sumarézinho - São Paulo - SP, 05437-002, BR","Rua Harmonia, Pinheiros - São Paulo - SP, 05435-000, BR",6.54,6.54,10.9,6.54,4.36,2023-11-09 19:53:00,0 days 00:04:02,1.49,"[-23.5431451, -46.6949409]","[-23.5556505, -46.6877182]",40.0,60.0,60.0,2.7069351230425056,0.8141078838174274,0.8141078838174274,1.3568464730290457,0.5427385892116183,4.389261744966443,4.389261744966443,7.315436241610739,2.9261744966442955,1.0882467136280438,1.0882467136280438,1.8137445227134064,0.7254978090853627,4.033333333333333,-23.543145,-46.694941,6
31,UberX,2023-11-09,19:33:00,9 min 51 sec,2.42 km,"Rua Roma, Lapa - São Paulo - SP, 05050-090, BR","Rua Bica de Pedra, Perdizes - São Paulo - SP, 05028-140, BR",12.02,11.02,13.37,12.02,-1.07,2023-11-09 19:33:00,0 days 00:09:51,2.42,"[-23.5227259, -46.7017216]","[-23.5398646, -46.6965347]",-8.00299177262528,89.90276738967839,82.42333582647719,4.070247933884297,0.867870036101083,0.7956678700361011,0.9653429602888086,-0.0772563176895306,4.966942148760331,4.553719008264463,5.524793388429752,-0.4421487603305785,0.5042580861685615,0.4623064983009606,0.5608927297898225,-0.0448881990183328,9.85,-23.522726,-46.701722,16
32,UberX,2023-11-09,19:21:00,9 min 20 sec,2.23 km,"Rua Conrado Moreschi, Lapa - São Paulo - SP, 05072-010, BR","Rua Tito, Lapa - São Paulo - SP, 05051-000, BR",11.99,10.74,19.99,11.99,8.0,2023-11-09 19:21:00,0 days 00:09:20,2.23,"[-23.5193712, -46.7021288]","[-23.5281336, -46.6985332]",40.0200100050025,59.97998999499751,53.72686343171586,4.185351270553064,0.89925,0.8055,1.4992499999999995,0.6,5.376681614349776,4.816143497757848,8.964125560538116,3.587443946188341,0.5760730301089044,0.5160153747597693,0.9604420243433694,0.384368994234465,9.333333333333334,-23.519371,-46.702129,-1
33,UberX,2023-11-09,16:03:00,5 min 21 sec,1.75 km,"Rua Guerra Junqueiro, Alto de Pinheiros - São Paulo - SP, 05463-030, BR","Rua Antônio de Gouveia Giudice, Alto de Pinheiros - São Paulo - SP, 05460-001, BR",6.54,6.54,10.9,6.54,4.36,2023-11-09 16:03:00,0 days 00:05:21,1.75,"[-23.5578839, -46.7084728]","[-23.5484143, -46.7132901]",40.0,60.0,60.0,3.057142857142857,0.6994652406417112,0.6994652406417112,1.1657754010695187,0.4663101604278075,3.737142857142857,3.737142857142857,6.228571428571429,2.4914285714285715,0.6985313751668892,0.6985313751668892,1.1642189586114822,0.4656875834445929,5.35,-23.557884,-46.708473,-1
34,UberX,2023-11-09,15:42:00,16 min 53 sec,5.58 km,"R. Carlos Weber, Vila Leopoldina - São Paulo - SP, 05303-000, BR","Rua Cardoso de Melo Júnior, Alto de Pinheiros - São Paulo - SP, 05462-020, BR",14.95,14.95,24.91,19.95,9.96,2023-11-09 15:42:00,0 days 00:16:53,5.58,"[-23.5288199, -46.7296369]","[-23.5595039, -46.7044742]",39.98394219189081,80.08831794460056,60.01605780810919,3.0256869772998805,0.9553072625698324,0.7158818834796489,1.1928172386272946,0.4769353551476457,3.575268817204301,2.67921146953405,4.46415770609319,1.78494623655914,0.2117632073368786,0.1586897217887887,0.2644121050005838,0.105722383211795,16.883333333333333,-23.52882,-46.729637,17
35,UberX,2023-11-09,15:00:00,4 min 18 sec,0.75 km,"Rua Nossa Senhora da Lapa, Lapa - São Paulo - SP, 05072-000, BR","Rua Faustolo, Lapa - São Paulo - SP, 05041-001, BR",6.18,6.18,8.93,6.18,2.75,2023-11-09 15:00:00,0 days 00:04:18,0.75,"[-23.5229062, -46.7042946]","[-23.5238169, -46.7001725]",30.795072788353867,69.20492721164614,69.20492721164614,5.733333333333333,0.7445783132530119,0.7445783132530119,1.0759036144578311,0.3313253012048192,8.24,8.24,11.906666666666666,3.6666666666666665,1.916279069767442,1.916279069767442,2.768992248062016,0.8527131782945737,4.3,-23.522906,-46.704295,-1
36,UberX,2023-11-09,14:32:00,17 min 13 sec,4.79 km,"Av. Raimundo Pereira de Magalhães, Jardim Iris - São Paulo - SP, 05145-000, BR","Rua Roma, Lapa - São Paulo - SP, 05050-090, BR",12.09,12.09,14.93,12.09,2.84,2023-11-09 14:32:00,0 days 00:17:13,4.79,"[-23.5049397, -46.7182712]","[-23.5227259, -46.7017216]",19.02210314802411,80.97789685197588,80.97789685197588,3.5942936673625607,0.569835035349568,0.569835035349568,0.7036920659858602,0.1338570306362922,2.5240083507306887,2.5240083507306887,3.116910229645094,0.5929018789144049,0.1466026147568648,0.1466026147568648,0.1810402843937131,0.0344376696368483,17.216666666666665,-23.50494,-46.718271,-1
37,UberX,2023-11-09,13:54:00,14 min 22 sec,6.92 km,"Avenida Casa Verde, Casa Verde - São Paulo - SP, 02519-200, BR","Rua Maria Zélia, Pirituba - São Paulo - SP, 02913-070, BR",16.02,14.52,19.9,16.02,3.88,2023-11-09 13:54:00,0 days 00:14:22,6.92,"[-23.5026108, -46.6592217]","[-23.5028393, -46.7126701]",19.49748743718593,80.50251256281408,72.96482412060303,2.076107899807322,0.8722323049001814,0.790562613430127,1.0834845735027223,0.2112522686025408,2.315028901734104,2.098265895953757,2.875722543352601,0.5606936416184971,0.1611389026729074,0.1460509904376165,0.2001663023215267,0.0390273996486192,14.366666666666667,-23.502611,-46.659222,-1
38,UberX,2023-11-09,13:46:00,5 min 56 sec,1.60 km,"Rua João Rudge, Casa Verde - São Paulo - SP, 02513-020, BR","Av. Casa Verde, Casa Verde - São Paulo - SP, 02520-200, BR",8.54,6.64,14.17,8.54,5.63,2023-11-09 13:46:00,0 days 00:05:56,1.6,"[-23.5132101, -46.6561835]","[-23.5026108, -46.6592217]",39.7318278052223,60.26817219477769,46.85956245589273,3.7083333333333335,0.8597315436241609,0.6684563758389261,1.426510067114094,0.5667785234899329,5.3375,4.15,8.85625,3.51875,0.8995786516853931,0.6994382022471909,1.492626404494382,0.5930477528089887,5.933333333333334,-23.51321,-46.656184,14
39,UberX,2023-11-08,21:42:00,4 min 18 sec,1.38 km,"Rua Napoleão de Barros, Vila Mariana - São Paulo - SP, 04024-000, BR","Rua Bagé, Vila Mariana - São Paulo - SP, 04012-140, BR",6.11,6.11,9.98,6.11,3.87,2023-11-08 21:42:00,0 days 00:04:18,1.38,"[-23.5925325, -46.6434549]","[-23.5842281, -46.6462518]",38.77755511022044,61.22244488977956,61.22244488977956,3.1159420289855078,0.736144578313253,0.736144578313253,1.202409638554217,0.4662650602409638,4.4275362318840585,4.4275362318840585,7.231884057971015,2.804347826086957,1.0296595888102462,1.0296595888102462,1.6818335018537245,0.6521739130434784,4.3,-23.592532,-46.643455,18
40,UberX,2023-11-08,21:32:00,8 min 59 sec,2.97 km,"Rua Galofre, Vila Mariana - São Paulo - SP, 04116-240, BR","R. Gandavo, Vila Clementino - São Paulo - SP, 04023-001, BR",8.55,8.55,13.95,8.55,5.4,2023-11-08 21:32:00,0 days 00:08:59,2.97,"[-23.591022, -46.6227073]","[-23.5918199, -46.643377]",38.70967741935484,61.29032258064517,61.29032258064517,3.024691358024691,0.6585365853658538,0.6585365853658538,1.074454428754814,0.4159178433889602,2.878787878787879,2.878787878787879,4.696969696969696,1.818181818181818,0.3204587620172036,0.3204587620172036,0.5228537696070163,0.2023950075898128,8.983333333333333,-23.591022,-46.622707,-1
41,UberX,2023-11-08,20:32:00,29 min 12 sec,8.78 km,"Avenida Nove de Julho, São Paulo - São Paulo - SP, 01407-200, BR","Rua Lomas Valentinas, Saúde - São Paulo - SP, 08373-660, BR",29.05,29.01,35.01,29.05,5.96,2023-11-08 20:32:00,0 days 00:29:12,8.78,"[-23.5737537, -46.6669426]","[-23.6152012, -46.6286735]",17.02370751213939,82.97629248786062,82.86203941730935,3.325740318906606,0.875,0.8737951807228915,1.0545180722891565,0.1795180722891566,3.308656036446469,3.304100227790433,3.9874715261959,0.6788154897494306,0.1133101382344681,0.1131541173900833,0.1365572440478047,0.0232471058133366,29.2,-23.573754,-46.666943,19
42,UberX,2023-11-08,20:22:00,13 min 44 sec,3.58 km,"Rua Peixoto Gomide, Bela Vista - Sao Paulo - SP, 01409-000, BR","R. Dr. Renato Paes de Barros, Itaim Bibi - São Paulo - SP, 04530-000, BR",11.97,11.95,19.94,11.97,7.97,2023-11-08 20:22:00,0 days 00:13:44,3.58,"[-23.5603437, -46.6565379]","[-23.5817257, -46.6743459]",39.96990972918756,60.03009027081245,59.9297893681043,3.836126629422719,0.675,0.6738721804511277,1.124436090225564,0.4494360902255638,3.3435754189944134,3.3379888268156424,5.5698324022346375,2.2262569832402237,0.2434642295384282,0.2430574388457992,0.4055703205510658,0.1621060910126376,13.733333333333333,-23.560344,-46.656538,8
43,UberX,2023-11-08,17:51:00,5 min 41 sec,2.00 km,"Avenida Guido Caloi, Jardim São Luis - São Paulo - SP, 05802-140, BR","R. Amador Bueno, Santo Amaro - São Paulo - SP, 04752-005, BR",10.53,8.77,11.91,10.53,0.03,2023-11-08 17:51:00,0 days 00:05:41,2.0,"[-23.6561163, -46.7243757]","[-23.6527622, -46.7124]",0.2518891687657431,88.41309823677581,73.63560033585223,2.841666666666667,1.087435456110155,0.9056798623063682,1.229948364888124,0.0030981067125645,5.265,4.385,5.955,0.015,0.9263929618768328,0.7715542521994134,1.047800586510264,0.0026392961876832,5.683333333333334,-23.656116,-46.724376,-1
44,UberX,2023-11-08,16:26:00,9 min 10 sec,3.20 km,"Al. Dos Anapurus, Moema - São Paulo - SP, 04087-000, BR","Aeroporto Deputado Freitas Nobre (CGH), Vila Congonhas - São Paulo - SP, 04626-911, BR",10.17,10.17,16.95,10.17,6.78,2023-11-08 16:26:00,0 days 00:09:10,3.2,"[-23.6087281, -46.659448]","[-23.6256024, -46.6584716]",40.0,60.0,60.0,2.864583333333333,0.7724050632911392,0.7724050632911392,1.2873417721518987,0.5149367088607595,3.178125,3.178125,5.296874999999999,2.11875,0.3467045454545455,0.3467045454545455,0.5778409090909091,0.2311363636363636,9.166666666666666,-23.608728,-46.659448,20
45,UberX,2023-11-08,15:12:00,6 min 19 sec,2.41 km,"R. Dr. Almeida Lima, Mooca - São Paulo - SP, 03164-000, BR","Rua João Antônio de Oliveira, Móoca - São Paulo - SP, 03111-010, BR",8.98,7.23,14.96,8.98,5.98,2023-11-08 15:12:00,0 days 00:06:19,2.41,"[-23.549905, -46.6114395]","[-23.555396, -46.6061175]",39.97326203208556,60.02673796791444,48.32887700534759,2.6210235131396957,0.8704361873990307,0.7008077544426495,1.450080775444265,0.5796445880452343,3.7261410788381744,3.0,6.20746887966805,2.481327800829876,0.5898904082593416,0.4749340369393139,0.982712751398636,0.3928223431392942,6.316666666666666,-23.549905,-46.61144,-1
46,UberX,2023-11-08,14:10:00,4 min 15 sec,0.98 km,"R. Conselheiro Moreira de Barros, Santana - São Paulo - SP, 02430-001, BR","Av. Doutor Francisco Ranieri, L Paulista - São Paulo - SP, 02435-061, BR",6.11,6.11,8.93,6.11,2.82,2023-11-08 14:10:00,0 days 00:04:15,0.98,"[-23.4837911, -46.6438538]","[-23.4784601, -46.6443078]",31.57894736842105,68.42105263157895,68.42105263157895,4.336734693877551,0.7406060606060606,0.7406060606060606,1.0824242424242425,0.3418181818181818,6.234693877551021,6.234693877551021,9.112244897959185,2.877551020408163,1.4669867947178872,1.4669867947178872,2.1440576230492194,0.6770708283313325,4.25,-23.483791,-46.643854,166
47,UberX,2023-11-08,14:00:00,6 min 20 sec,1.80 km,"Avenida do Guacá, Mandaqui - São Paulo - SP, 02435-001, BR","Rua Campo Comprido, Mandaqui - São Paulo - SP, 02469-120, BR",8.1,6.85,11.91,8.1,3.81,2023-11-08 14:00:00,0 days 00:06:20,1.8,"[-23.4791625, -46.6378577]","[-23.4860677, -46.6476472]",31.98992443324937,68.01007556675063,57.51469353484466,3.518518518518518,0.7838709677419355,0.6629032258064517,1.1525806451612906,0.3687096774193549,4.5,3.8055555555555554,6.616666666666666,2.1166666666666667,0.7105263157894737,0.6008771929824561,1.0447368421052632,0.3342105263157894,6.333333333333333,-23.479162,-46.637858,21
48,UberX,2023-11-08,08:33:00,26 min 34 sec,6.47 km,"Rua Vinte e Cinco de Janeiro, Bom Retiro - São Paulo - SP, 01103-000, BR","R. José Bernardo Pinto, Vila Guilherme - São Paulo - SP, 02055-000, BR",20.94,16.19,34.9,20.94,13.96,2023-11-08 08:33:00,0 days 00:26:34,6.47,"[-23.5354799, -46.6310363]","[-23.5135381, -46.6094327]",40.0,60.00000000000001,46.38968481375359,4.106130860381247,0.6850599781897492,0.5296619411123228,1.1417666303162486,0.4567066521264994,3.236476043276662,2.502318392581144,5.394126738794436,2.1576506955177748,0.1218246942262231,0.0941901527947733,0.2030411570437052,0.0812164628174821,26.566666666666666,-23.53548,-46.631036,22
49,UberX,2023-11-08,07:29:00,1 hr 5 min,15.86 km,"Avenida Doutor Salomão Vasconcelos, Cangaiba - São Paulo - SP, 03721-020, BR","Rua Florêncio de Abreu, Sé - São Paulo - SP, 01030-001, BR",40.06,38.81,42.88,40.06,-5.13,2023-11-08 07:29:00,0 days 01:05:00,15.86,"[-23.504126, -46.524001]","[-23.539276, -46.6329022]",-11.963619402985074,93.42350746268656,90.50839552238806,4.0983606557377055,0.5805797101449276,0.562463768115942,0.6214492753623189,-0.0743478260869565,2.525851197982346,2.44703656998739,2.7036569987389663,-0.3234552332912989,0.0388592491997284,0.0376467164613444,0.0415947230575225,-0.0049762343583276,65.0,-23.504126,-46.524001,-1
50,UberX,2023-11-08,06:59:00,29 min 29 sec,17.18 km,"Rua Heliodora, Santana - São Paulo - SP, 02022-050, BR","Rua Crisóstomo Álvares, Cangaiba - São Paulo - SP, 03721-060, BR",29.99,29.99,49.98,29.99,19.99,2023-11-08 06:59:00,0 days 00:29:29,17.18,"[-23.5043707, -46.6403183]","[-23.5031081, -46.5240711]",39.99599839935974,60.00400160064026,60.00400160064026,1.7161428017074118,0.8956694873071179,0.8956694873071179,1.492682926829268,0.5970134395221502,1.7456344586728754,1.7456344586728754,2.9091967403958088,1.1635622817229336,0.0592075000115164,0.0592075000115164,0.0986725858811467,0.0394650858696303,29.483333333333334,-23.504371,-46.640318,23
51,UberX,2023-11-07,13:53:00,5 min 56 sec,1.01 km,"Rua Cayowaá, Perdizes - São Paulo - SP, 05018-000, BR","Rua Vanderlei, Perdizes - São Paulo - SP, 05011-001, BR",6.1,6.1,9.98,6.1,3.88,2023-11-07 13:53:00,0 days 00:05:56,1.01,"[-23.5319481, -46.6789665]","[-23.5398291, -46.675426]",38.877755511022045,61.12224448897795,61.12224448897795,5.874587458745875,0.6140939597315436,0.6140939597315436,1.0046979865771812,0.3906040268456375,6.03960396039604,6.03960396039604,9.88118811881188,3.8415841584158414,1.017910779842029,1.017910779842029,1.6653687840694182,0.647458004227389,5.933333333333334,-23.531948,-46.678966,24
52,UberX,2023-11-07,13:21:00,25 min 19 sec,8.05 km,"Avenida Lasar Segall, São Paulo - São Paulo - SP, 02543-010, BR","R. Xerentes, Pompéia - São Paulo - SP, 05008-020, BR",21.89,21.89,27.95,21.89,6.06,2023-11-07 13:21:00,0 days 00:25:19,8.05,"[-23.4831939, -46.6583161]","[-23.5319131, -46.6807015]",21.681574239713772,78.31842576028623,78.31842576028623,3.144927536231884,0.7466742467310973,0.7466742467310973,0.953382603752132,0.2067083570210346,2.719254658385093,2.719254658385093,3.4720496894409933,0.7527950310559005,0.1074096639256784,0.1074096639256784,0.1371448198594204,0.0297351559337419,25.316666666666666,-23.483194,-46.658316,-1
53,UberX,2023-11-07,12:44:00,9 min 56 sec,1.93 km,"Rua Professor Custódio de Faria, Mandaqui - São Paulo - SP, 02422-250, BR","R. Conselheiro Moreira de Barros, Santana - São Paulo - SP, 02430-001, BR",10.03,8.28,12.94,10.03,2.91,2023-11-07 12:44:00,0 days 00:09:56,1.93,"[-23.4718613, -46.6380456]","[-23.4837911, -46.6438538]",22.488408037094285,77.51159196290571,63.98763523956723,5.146804835924007,0.7198564593301435,0.5942583732057416,0.9287081339712918,0.2088516746411483,5.196891191709844,4.290155440414508,6.704663212435233,1.5077720207253886,0.5231769656083736,0.431894842994749,0.6749660952116007,0.151789129603227,9.933333333333334,-23.471861,-46.638046,-1
54,UberX,2023-11-06,21:37:00,11 min 9 sec,2.59 km,"Rua Álvaro de Carvalho, República - São Paulo - SP, 01050-070, BR","Alameda Jaú, Jardim Paulista - São Paulo - SP, 01420-000, BR",8.95,8.95,14.91,8.95,5.96,2023-11-06 21:37:00,0 days 00:11:09,2.59,"[-23.5491833, -46.6425156]","[-23.5662546, -46.6546785]",39.97317236753856,60.02682763246143,60.02682763246143,4.3050193050193055,0.5907590759075907,0.5907590759075907,0.984158415841584,0.3933993399339934,3.455598455598456,3.455598455598456,5.756756756756757,2.301158301158301,0.3099191439998615,0.3099191439998615,0.5163010544176464,0.2063819104177848,11.15,-23.549183,-46.642516,9
55,UberX,2023-11-06,20:41:00,11 min 0 sec,3.76 km,"Rua Monte Alegre, Barra Funda - São Paulo - SP, 05014-000, BR","Rua Cônego Vicente Miguel Marino, Santa Cecília - São Paulo - SP, 01135-020, BR",11.99,11.99,19.99,11.99,8.0,2023-11-06 20:41:00,0 days 00:11:00,3.76,"[-23.5350472, -46.6681064]","[-23.5268093, -46.6512346]",40.0200100050025,59.97998999499751,59.97998999499751,2.925531914893617,0.7993333333333333,0.7993333333333333,1.3326666666666669,0.5333333333333333,3.188829787234043,3.188829787234043,5.316489361702128,2.127659574468085,0.2898936170212766,0.2898936170212766,0.4833172147001934,0.1934235976789168,11.0,-23.535047,-46.668106,2
56,Comfort,2023-11-20,00:42:00,14 min 23 sec,5.42 km,"Rua Padre Agostinho Mendicute, Perdizes - São Paulo - SP, 01257-090, BR","Rua Ferreira de Araújo, Pinheiros - São Paulo - SP, 05428-002, BR",17.99,17.99,29.99,17.99,12.0,2023-11-20 00:42:00,0 days 00:14:23,5.42,"[-23.5444941, -46.6899327]","[-23.5643348, -46.6980706]",40.01333777925976,59.98666222074025,59.98666222074025,2.653751537515375,0.9786038077969176,0.9786038077969176,1.6313689936536715,0.6527651858567544,3.3191881918819184,3.3191881918819184,5.533210332103321,2.2140221402214024,0.2307662705827521,0.2307662705827521,0.384695967469524,0.1539296968867718,14.383333333333333,-23.544494,-46.689933,6
57,Comfort,2023-11-20,00:24:00,14 min 49 sec,7.83 km,"Rua Leopoldo Couto Magalhães Júnior, Itaim Bibi - São Paulo - SP, 04542-010, BR","Rua Senador César Lacerda Vergueiro, Pinheiros - São Paulo - SP, 05435-060, BR",23.86,18.36,36.93,23.86,13.07,2023-11-20 00:24:00,0 days 00:14:49,7.83,"[-23.587079, -46.6762699]","[-23.5474866, -46.6925736]",35.39128080151638,64.60871919848363,49.71567831031681,1.8922945934440187,1.2680248007085917,0.9757307351638618,1.962621789193977,0.6945969884853853,3.0472541507024267,2.3448275862068964,4.716475095785441,1.669220945083014,0.2056639471790164,0.1582560800589581,0.3183222786806821,0.1126583315016657,14.816666666666666,-23.587079,-46.67627,0
58,Comfort,2023-11-20,00:04:00,17 min 52 sec,10.61 km,"R. Vitorino Carmilo, Santa Cecília - São Paulo - SP, 01153-000, BR","Rua Oscar Pereira da Silva, Itaim Bibi - Sao Paulo - SP, 04534-020, BR",23.96,23.96,39.93,23.96,15.97,2023-11-20 00:04:00,0 days 00:17:52,10.61,"[-23.5322733, -46.6518577]","[-23.5830425, -46.6713587]",39.99499123466066,60.00500876533936,60.00500876533936,1.683945962928055,1.0957317073170731,1.0957317073170731,1.826067073170732,0.7303353658536585,2.2582469368520264,2.2582469368520264,3.7634307257304433,1.5051837888784168,0.1263944181073895,0.1263944181073895,0.2106397794252113,0.0842453613178218,17.866666666666667,-23.532273,-46.651858,25
59,Comfort,2023-11-19,23:47:00,13 min 20 sec,6.58 km,"Avenida Santos Dumont, Santana - São Paulo - SP, 01101-080, BR","Rua Dona Veridiana, Santa Cecília - São Paulo - SP, 01238-010, BR",20.34,20.34,33.9,23.34,10.17,2023-11-19 23:47:00,0 days 00:13:20,6.58,"[-23.5223257, -46.6304447]","[-23.5406431, -46.6505888]",30.0,68.84955752212389,60.0,2.026342451874367,1.3465384615384612,1.1734615384615383,1.9557692307692305,0.5867307692307692,3.547112462006079,3.0911854103343464,5.151975683890577,1.5455927051671732,0.2660334346504559,0.231838905775076,0.3863981762917933,0.115919452887538,13.333333333333334,-23.522326,-46.630445,-1
60,UberX,2023-11-19,23:06:00,17 min 57 sec,11.91 km,"Avenida República do Líbano, Moema - São Paulo - SP, 04501-002, BR","Av. Cruzeiro do Sul, Canindé - São Paulo - SP, 02030-000, BR",22.19,22.19,36.98,22.19,14.79,2023-11-19 23:06:00,0 days 00:17:57,11.91,"[-23.5968648, -46.6627831]","[-23.5098856, -46.6250721]",39.99459167117361,60.005408328826405,60.005408328826405,1.507136859781696,1.0109339407744875,1.0109339407744875,1.684738041002278,0.6738041002277905,1.8631402183039465,1.8631402183039465,3.1049538203190594,1.2418136020151134,0.1037961124403312,0.1037961124403312,0.1729779287085827,0.0691818162682514,17.95,-23.596865,-46.662783,0
61,UberX,2023-11-19,22:52:00,4 min 31 sec,2.20 km,"Rua Tangará, Vila Mariana - São Paulo - SP, 04019-030, BR","Indianópolis - São Paulo - SP, 04029-200, BR",7.18,7.18,11.96,7.18,4.78,2023-11-19 22:52:00,0 days 00:04:31,2.2,"[-23.5897705, -46.646951]","[-23.6077587, -46.6658567]",39.96655518394649,60.0334448160535,60.0334448160535,2.0530303030303028,0.8430528375733856,0.8430528375733856,1.4043052837573389,0.5612524461839531,3.2636363636363632,3.2636363636363632,5.4363636363636365,2.172727272727273,0.7225763166722575,0.7225763166722575,1.2036229453203622,0.4810466286481046,4.516666666666667,-23.58977,-46.646951,-1
62,UberX,2023-11-19,22:36:00,12 min 6 sec,5.13 km,"Rua das Uvaias, Saúde - São Paulo - SP, 04055-110, BR","Av. Conselheiro Rodrigues Alves, Vila Mariana - São Paulo - SP, 04014-012, BR",12.36,12.36,19.92,12.36,7.56,2023-11-19 22:36:00,0 days 00:12:06,5.13,"[-23.6204323, -46.6407148]","[-23.5854979, -46.6461854]",37.951807228915655,62.04819277108433,62.04819277108433,2.358674463937622,0.7677018633540371,0.7677018633540371,1.2372670807453416,0.4695652173913043,2.409356725146199,2.409356725146199,3.883040935672515,1.4736842105263157,0.1991203905079503,0.1991203905079503,0.3209124740225219,0.1217920835145715,12.1,-23.620432,-46.640715,156
63,UberX,2023-11-19,22:05:00,7 min 22 sec,3.17 km,"Rua Professor Roberto Mange, Cursino - São Paulo - SP, 04153-040, BR","R. Oriçanga, Mirandópolis - São Paulo - SP, 04052-030, BR",12.06,9.06,14.92,12.06,2.86,2023-11-19 22:05:00,0 days 00:07:22,3.17,"[-23.6268596, -46.6271981]","[-23.6091562, -46.6381856]",19.168900804289542,80.83109919571045,60.72386058981234,2.3238696109358568,1.0609970674486804,0.797067448680352,1.3126099706744867,0.2516129032258064,3.804416403785489,2.8580441640378558,4.7066246056782335,0.9022082018927444,0.5164366158984828,0.3879697960232383,0.6389083175128825,0.1224717016143997,7.366666666666666,-23.62686,-46.627198,-1
64,UberX,2023-11-19,21:41:00,6 min 31 sec,1.50 km,"Rua Jean Ingres, Cursino - São Paulo - SP, 04163-220, BR","Av. Padre Arlindo Vieira, Vila das Merces - São Paulo - SP, 04166-001, BR",6.59,6.59,10.99,6.59,4.4,2023-11-19 21:41:00,0 days 00:06:31,1.5,"[-23.6298082, -46.6106407]","[-23.6355884, -46.6063135]",40.03639672429482,59.96360327570518,59.96360327570518,4.344444444444444,0.6266244057052298,0.6266244057052298,1.0450079239302694,0.4183835182250396,4.3933333333333335,4.3933333333333335,7.326666666666667,2.9333333333333336,0.6741687979539641,0.6741687979539641,1.1242966751918158,0.4501278772378517,6.516666666666667,-23.629808,-46.610641,-1
65,UberX,2023-11-19,21:17:00,25 min 12 sec,16.58 km,"Avenida Rebouças, Pinheiros - Sao Paulo - SP, 05401-450, BR","Avenida Padre Arlindo Vieira, Sacomã - Sao Paulo - SP, 04297-000, BR",29.07,29.07,34.98,29.07,5.91,2023-11-19 21:17:00,0 days 00:25:12,16.58,"[-23.5645767, -46.678679]","[-23.6269108, -46.6013831]",16.89536878216124,83.10463121783877,83.10463121783877,1.5199034981905912,0.9955479452054796,0.9955479452054796,1.197945205479452,0.2023972602739726,1.753317249698432,1.753317249698432,2.109770808202654,0.356453558504222,0.0695760813372393,0.0695760813372393,0.0837210638175656,0.0141449824803262,25.2,-23.564577,-46.678679,1
66,UberX,2023-11-19,19:01:00,30 min 0 sec,19.77 km,"Rua Jurubatuba, Centro - São Bernardo do Campo - SP, 09725-220, BR","Rua da Independência, Cambuci - São Paulo - SP, 01524-001, BR",31.04,31.04,34.97,31.04,3.93,2023-11-19 19:01:00,0 days 00:30:00,19.77,"[-23.704933, -46.5531648]","[-23.5670648, -46.6160446]",11.23820417500715,88.76179582499284,88.76179582499284,1.5174506828528074,0.9129411764705884,0.9129411764705884,1.028529411764706,0.1155882352941176,1.5700556398583712,1.5700556398583712,1.768841679312089,0.1987860394537177,0.052335187995279,0.052335187995279,0.0589613893104029,0.0066262013151239,30.0,-23.704933,-46.553165,-1
67,Comfort,2023-11-19,13:34:00,10 min 49 sec,4.04 km,"Rua Nebraska, Itaim Bibi - São Paulo - SP, 04560-010, BR","Aeroporto Deputado Freitas Nobre (CGH), Vila Congonhas - São Paulo - SP, 04626-911, BR",13.5,13.5,22.5,13.5,9.0,2023-11-19 13:34:00,0 days 00:10:49,4.04,"[-23.6121, -46.6793569]","[-23.6256024, -46.6584716]",40.0,60.0,60.0,2.677392739273927,0.9111361079865016,0.9111361079865016,1.5185601799775028,0.6074240719910011,3.341584158415841,3.341584158415841,5.569306930693069,2.227722772277228,0.3089291980045462,0.3089291980045462,0.5148819966742437,0.2059527986696974,10.816666666666666,-23.6121,-46.679357,26
68,Comfort,2023-11-19,12:43:00,26 min 15 sec,11.16 km,"Alameda Ribeiro da Silva, Santa Cecília - São Paulo - SP, 01217-011, BR","Rua Clodomiro Amazonas, Itaim Bibi - São Paulo - SP, 04537-002, BR",32.44,30.94,49.78,32.44,17.34,2023-11-19 12:43:00,0 days 00:26:15,11.16,"[-23.5302123, -46.6457616]","[-23.5934376, -46.6772343]",34.83326637203697,65.16673362796304,62.15347529128165,2.3521505376344085,1.072396694214876,1.022809917355372,1.6456198347107438,0.5732231404958678,2.9068100358422937,2.772401433691756,4.460573476702509,1.553763440860215,0.1107356204130397,0.1056152927120669,0.169926608636286,0.0591909882232462,26.25,-23.530212,-46.645762,25
69,Comfort,2023-11-19,01:59:00,7 min 28 sec,3.18 km,"R. Conselheiro Moreira de Barros, Santa Teresinha - São Paulo - SP, 02430-000, BR","Rua George Oetterer, Santana - Sao Paulo - SP, 02301-070, BR",15.29,13.02,22.96,15.29,7.67,2023-11-19 01:59:00,0 days 00:07:28,3.18,"[-23.4883377, -46.637947]","[-23.4914192, -46.6149301]",33.40592334494774,66.59407665505226,56.70731707317073,2.348008385744235,1.3334302325581395,1.1354651162790697,2.002325581395349,0.6688953488372092,4.8081761006289305,4.094339622641509,7.220125786163522,2.411949685534591,0.6439521563342316,0.5483490566037735,0.9669811320754716,0.3230289757412398,7.466666666666667,-23.488338,-46.637947,27
